dh_sys,id_ds_vrs,cd_evn,dh_evn,data_type,save_date,technical_instrument_id,deal_date,issue_date,fst_coupon_start_date_1,fst_coupon_start_date_2,fst_coupon_mat_date_1,fst_coupon_mat_date_2,amortiz_start_date_1,amortiz_start_date_2,maturity_date_2,last_coupon_maturity_1,last_coupon_maturity_2,next_coupon_maturity_1,next_coupon_maturity_2,next_amortiz_date_1,next_amortiz_date_2,fixing_type_1,fixing_type_2,redemption_type_1,redemption_type_2,redemption_type_1_str,redemption_type_2_str,coupon_frequency_1,coupon_frequency_2,coupon_frequency_lirf,amort_frequency_1,amort_frequency_2,coupon_rate_1,coupon_rate_2,ctd_price_factor,coupon_fixed_1,coupon_fixed_2,coupon_fixed_1_str,coupon_fixed_2_str,spread_1,spread_2,rate_type_1,rate_type_2,rate_type_1_str,rate_type_2_str,capitalisation_type_1,capitalisation_type_2,capitalization_type_1_str,capitalization_type_2_str,daycount_1,daycount_2,daycount_1_str,daycount_2_str,issue_price,redemption_price,outstanding_amount_1,outstanding_amount_2,flag_quotation_1,flag_quotation_2,ctmp,tmp,option_ratio,bcy_ccy_factor,contract_life,future_coupon_rate,index_1,index_2,ex_amt,counterpart,counterpart_str,tax_rate,last_dividend,pcy_amount_2,ccy_2,ccy_str_2,instrument_price_factor,long_position,issuer_2,issuer_2_str,issuer_category_2,issuer_category_2_str,userdef_extcode,settl_interest_1,settl_interest_2,technical_dw_id,dh_uti_cre,lb_uti_cre,lb_wkf_cre,lb_ses_cre,dh_uti_upd,lb_uti_upd,lb_wkf_upd,lb_ses_upd
2001-01-30 06:13:05.000000,10,10,2014-11-05 12:12:24.000000,H,1996-10-12 02:07:57.000000,10,1972-10-29 22:07:48.000000,1970-07-09 11:07:15.000000,1980-05-06 14:58:44.000000,1983-01-05 10:18:55.000000,1996-02-21 10:33:52.000000,2000-01-01 08:50:46.000000,1979-01-11 16:32:31.000000,1989-11-16 09:20:42.000000,1985-01-11 09:15:59.000000,2010-05-27 03:36:16.000000,2001-01-05 19:24:03.000000,1996-07-29 06:49:35.000000,2014-12-15 04:12:22.000000,1977-05-09 19:56:19.000000,2017-05-05 04:33:16.000000,10,10,10,10,K,B,10,10,10,10,10,10.00000000000,10.00000000000,10.00000000000,10,10,G,L,10.00000000000,10.00000000000,10,10,C,S,10,10,L,B,10,10,G,M,10.00000000000,10.00000000000,10.00000000000,10.00000000000,G,S,10.00000000000,10.00000000000,10.00000000000,10.00000000000,10.00000000000,10.00000000000,C,C,L,M,I,10.00000000000,10.00000000000,10.00000000000,10,G,10.00000000000,K,G,J,10,M,F,10.00000000000,10.00000000000,10,1971-06-28 04:55:34.000000,K,J,L,1988-11-07 11:31:53.000000,C,S,F
1991-01-12 05:39:30.000000,11,11,1975-07-22 04:49:04.000000,U,2017-10-14 21:35:02.000000,11,1989-09-05 12:25:19.000000,1970-12-01 16:10:24.000000,1989-03-27 00:16:37.000000,2022-08-22 10:36:05.000000,1994-05-17 17:46:22.000000,2011-06-09 20:48:32.000000,2019-08-30 11:38:02.000000,2008-10-20 13:57:19.000000,1976-06-21 13:00:14.000000,1977-12-31 22:59:34.000000,1988-03-09 14:25:48.000000,2003-03-30 18:27:52.000000,1984-03-25 01:17:39.000000,1995-09-15 09:37:24.000000,1986-08-09 21:43:10.000000,11,11,11,11,P,P,11,11,11,11,11,11.00000000000,11.00000000000,11.00000000000,11,11,B,C,11.00000000000,11.00000000000,11,11,U,S,11,11,S,B,11,11,E,A,11.00000000000,11.00000000000,11.00000000000,11.00000000000,M,C,11.00000000000,11.00000000000,11.00000000000,11.00000000000,11.00000000000,11.00000000000,T,N,N,S,N,11.00000000000,11.00000000000,11.00000000000,11,T,11.00000000000,S,P,R,11,E,K,11.00000000000,11.00000000000,11,1983-08-04 17:24:36.000000,S,K,P,2023-01-19 01:17:25.000000,C,D,L
2022-05-14 13:05:26.000000,12,12,2002-10-27 08:29:50.000000,B,2010-08-09 10:32:19.000000,12,1995-07-16 11:12:23.000000,1992-11-07 02:38:02.000000,1979-03-16 03:53:27.000000,1978-10-10 11:53:00.000000,2023-02-16 00:54:11.000000,1989-04-01 14:53:11.000000,1977-10-16 09:31:18.000000,2017-01-26 20:43:39.000000,2004-07-30 21:17:48.000000,1984-12-03 21:09:17.000000,1989-01-27 10:22:07.000000,1977-11-28 09:26:38.000000,1991-12-07 06:46:33.000000,2012-07-04 03:51:07.000000,2014-08-23 06:40:55.000000,12,12,12,12,F,B,12,12,12,12,12,12.00000000000,12.00000000000,12.00000000000,12,12,C,U,12.00000000000,12.00000000000,12,12,M,E,12,12,C,W,12,12,I,I,12.00000000000,12.00000000000,12.00000000000,12.00000000000,N,S,12.00000000000,12.00000000000,12.00000000000,12.00000000000,12.00000000000,12.00000000000,B,G,M,T,A,12.00000000000,12.00000000000,12.00000000000,12,M,12.00000000000,M,J,P,12,C,U,12.00000000000,12.00000000000,12,1994-10-05 16:19:38.000000,L,R,C,2014-04-28 03:55:50.000000,M,I,H
1991-09-13 21:12:16.000000,13,13,1971-07-16 14:20:30.000000,P,1970-02-18 09:55:46.000000,13,1996-02-23 23:54:28.000000,2008-09-27 14:30:22.000000,2000-11-19 06:50:14.000000,1986-12-24 18:15:34.000000,1977-12-12 09:08:36.000000,1974-11-16 02:09:42.000000,1980-02-10 04:04:55.000000,2000-05-06 06:46:55.000000,1998-09-18 12:11:08.000000,1998-05-05 18:41:23.000000,2010-12-30 17:37:07.000000,1973-11-30 19:40:48.000000,1995-10-08 05:19:34.000000,2000-06-23 19:39:08.000000,2018-02-23 11:49:24.000000,13,13,13,13,G,I,13,13,13,13,13,13.00000000000,13.00000000000,13.00000000000,13,13,B,M,13.00000000000,13.00000000000,13,13,B,P,13,13,L,B,13,13,H,B,13.00000000000,13.00000000000,13.00000000000,13.00000000000,G,T,13.00000000000,13.00000000000,13.00000000000,13.00000000000,13.00000000000,13.00000000000,P,P,B,C,W,13.00000000000,13.00000000000,13.00000000000,13,D,13.00000000000,S,K,P,13,G,M,13.00000000000,13.00000000000,13,2016-08-01 20:12:36.000000,E,N,B,2004-08-10 16:18:38.000000,S,D,V
1973-10-16 15:46:43.000000,14,14,2006-02-28 10:14:19.000000,D,2019-01-02 17:43:33.000000,14,2021-04-21 03:39:38.000000,1979-05-29 22:00:17.000000,1977-02-14 19:38:14.000000,1973-01-13 12:09:09.000000,2017-05-16 16:53:04.000000,2016-11-30 03:22:35.000000,1973-09-24 10:40:15.000000,2000-03-07 02:53:09.000000,2022-10-13 08:00:29.000000,2022-07-15 00:46:40.000000,1994-09-18 17:11:31.000000,2007-01-01 21:40:25.000000,2023-01-06 00:49:01.000000,1975-03-15 15:49:23.000000,1980-05-17 19:17:06.000000,14,14,14,14,M,M,14,14,14,14,14,14.00000000000,14.00000000000,14.00000000000,14,14,W,A,14.00000000000,14.00000000000,14,14,N,L,14,14,G,Z,14,14,S,G,14.00000000000,14.00000000000,14.00000000000,14.00000000000,A,C,14.00000000000,14.00000000000,14.00000000000,14.00000000000,14.00000000000,14.00000000000,N,B,U,C,U,14.00000000000,14.00000000000,14.00000000000,14,C,14.00000000000,C,I,V,14,V,L,14.00000000000,14.00000000000,14,1981-12-15 17:19:44.000000,G,S,G,1977-11-08 23:28:13.000000,T,T,M
2005-12-17 01:34:00.000000,15,15,1972-08-27 10:15:55.000000,M,1972-01-10 23:10:18.000000,15,1979-07-04 02:20:39.000000,1989-08-04 01:44:57.000000,2012-08-14 14:29:48.000000,1988-10-13 21:17:10.000000,1972-07-31 12:59:32.000000,1976-07-30 05:34:04.000000,2002-05-10 07:20:15.000000,1979-05-09 16:43:31.000000,2015-08-09 22:23:12.000000,2016-03-06 09:08:46.000000,2005-04-16 06:17:32.000000,1990-03-28 11:17:33.000000,1999-08-12 00:36:21.000000,2012-05-07 23:52:29.000000,2020-07-24 15:49:41.000000,15,15,15,15,C,Z,15,15,15,15,15,15.00000000000,15.00000000000,15.00000000000,15,15,J,C,15.00000000000,15.00000000000,15,15,P,E,15,15,B,C,15,15,S,C,15.00000000000,15.00000000000,15.00000000000,15.00000000000,B,M,15.00000000000,15.00000000000,15.00000000000,15.00000000000,15.00000000000,15.00000000000,T,K,N,T,S,15.00000000000,15.00000000000,15.00000000000,15,G,15.00000000000,I,P,B,15,J,L,15.00000000000,15.00000000000,15,1993-03-14 15:55:05.000000,D,C,L,2001-10-21 14:17:55.000000,M,R,C
2007-08-17 04:06:51.000000,16,16,1997-11-02 14:16:02.000000,L,1973-05-18 05:23:06.000000,16,2004-02-20 14:29:48.000000,2009-07-02 09:59:37.000000,1973-09-14 09:34:09.000000,1973-04-11 21:26:37.000000,2003-11-15 12:48:42.000000,2014-11-01 01:54:00.000000,1981-08-22 12:33:47.000000,1979-12-27 00:15:59.000000,1992-07-04 20:29:28.000000,1992-11-02 02:19:12.000000,1973-06-17 10:19:21.000000,2023-03-13 04:27:53.000000,2010-01-21 22:16:34.000000,1986-02-24 22:53:47.000000,2023-01-31 20:53:35.000000,16,16,16,16,I,G,16,16,16,16,16,16.00000000000,16.00000000000,16.00000000000,16,16,B,C,16.00000000000,16.00000000000,16,16,C,M,16,16,S,S,16,16,B,B,16.00000000000,16.00000000000,16.00000000000,16.00000000000,B,A,16.00000000000,16.00000000000,16.00000000000,16.00000000000,16.00000000000,16.00000000000,H,R,N,B,D,16.00000000000,16.00000000000,16.00000000000,16,T,16.00000000000,L,K,P,16,P,A,16.00000000000,16.00000000000,16,2007-09-10 12:30:43.000000,L,U,A,2013-08-24 17:33:18.000000,L,L,K
2010-07-07 09:38:07.000000,17,17,1971-11-16 00:59:11.000000,S,2002-07-27 22:56:02.000000,17,1991-03-09 09:46:13.000000,1987-01-02 20:29:43.000000,1998-03-14 05:06:02.000000,2008-01-29 23:42:50.000000,1986-11-13 10:30:15.000000,2012-02-03 04:17:46.000000,1970-06-24 17:47:39.000000,2014-06-26 05:50:31.000000,1991-06-24 14:42:49.000000,1990-06-01 03:08:35.000000,2015-08-17 16:26:10.000000,2007-01-15 11:06:51.000000,2003-12-16 16:37:37.000000,1999-05-19 15:07:36.000000,2010-08-10 15:52:26.000000,17,17,17,17,F,S,17,17,17,17,17,17.00000000000,17.00000000000,17.00000000000,17,17,B,T,17.00000000000,17.00000000000,17,17,C,N,17,17,V,M,17,17,R,S,17.00000000000,17.00000000000,17.00000000000,17.00000000000,A,T,17.00000000000,17.00000000000,17.00000000000,17.00000000000,17.00000000000,17.00000000000,K,P,T,M,L,17.00000000000,17.00000000000,17.00000000000,17,A,17.00000000000,M,M,L,17,T,A,17.00000000000,17.00000000000,17,2011-03-21 01:24:29.000000,C,I,S,1987-02-12 03:02:26.000000,E,H,O
1972-05-10 05:54:21.000000,18,18,1979-04-10 09:00:38.000000,S,1985-10-13 06:03:34.000000,18,2018-09-07 11:05:20.000000,2005-01-23 11:04:25.000000,2008-09-28 15:39:22.000000,1974-01-15 13:00:08.000000,1995-07-04 03:06:03.000000,2022-09-20 07:25:48.000000,1972-03-07 07:04:42.000000,2016-10-30 06:24:12.000000,1991-08-27 10:59:04.000000,1984-09-09 11:19:57.000000,2011-12-03 16:44:16.000000,1971-12-01 00:38:58.000000,2013-08-18 13:22:15.000000,2018-09-29 19:34:01.000000,2010-05-22 03:33:13.000000,18,18,18,18,N,V,18,18,18,18,18,18.00000000000,18.00000000000,18.00000000000,18,18,T,L,18.00000000000,18.00000000000,18,18,C,Y,18,18,T,L,18,18,S,K,18.00000000000,18.00000000000,18.00000000000,18.00000000000,J,E,18.00000000000,18.00000000000,18.00000000000,18.00000000000,18.00000000000,18.00000000000,T,O,F,Q,K,18.00000000000,18.00000000000,18.00000000000,18,Q,18.00000000000,M,P,K,18,K,B,18.00000000000,18.00000000000,18,1983-04-16 03:24:26.000000,M,M,A,1990-04-05 02:54:48.000000,C,B,F
1994-06-20 14:01:14.000000,19,19,2007-11-06 22:15:44.000000,P,1992-12-26 04:15:12.000000,19,2018-11-16 04:09:53.000000,1971-07-20 14:41:56.000000,1970-10-30 08:25:54.000000,1994-03-19 02:52:09.000000,2004-05-29 03:18:15.000000,1971-12-02 01:54:07.000000,2017-02-01 17:27:25.000000,1978-03-01 08:57:39.000000,1989-08-09 10:08:41.000000,1974-11-21 20:01:43.000000,1986-03-26 22:54:04.000000,2005-12-09 20:49:12.000000,1983-06-04 12:29:03.000000,1984-07-07 12:09:21.000000,1970-09-14 07:40:16.000000,19,19,19,19,U,T,19,19,19,19,19,19.00000000000,19.00000000000,19.00000000000,19,19,L,Z,19.00000000000,19.00000000000,19,19,G,A,19,19,C,T,19,19,S,H,19.00000000000,19.00000000000,19.00000000000,19.00000000000,B,I,19.00000000000,19.00000000000,19.00000000000,19.00000000000,19.00000000000,19.00000000000,C,B,D,S,U,19.00000000000,19.00000000000,19.00000000000,19,N,19.00000000000,B,B,N,19,G,P,19.00000000000,19.00000000000,19,1996-08-04 15:15:26.000000,P,S,S,1974-09-24 07:39:39.000000,M,S,G
1989-09-19 00:24:52.000000,20,20,2010-03-14 12:12:51.000000,F,1973-03-07 07:57:03.000000,20,1989-01-03 21:42:59.000000,1972-12-09 17:27:19.000000,2007-10-14 03:56:10.000000,1997-12-13 19:35:20.000000,1972-09-15 16:16:28.000000,1984-04-20 11:45:22.000000,1984-05-23 08:16:09.000000,1971-10-04 04:11:10.000000,1981-02-26 02:56:46.000000,1987-05-16 12:29:33.000000,1970-03-31 08:34:48.000000,2002-05-08 14:15:44.000000,1982-10-11 20:25:56.000000,1994-10-03 12:31:44.000000,1993-01-24 08:43:17.000000,20,20,20,20,K,B,20,20,20,20,20,20.00000000000,20.00000000000,20.00000000000,20,20,K,A,20.00000000000,20.00000000000,20,20,S,B,20,20,C,C,20,20,H,R,20.00000000000,20.00000000000,20.00000000000,20.00000000000,E,G,20.00000000000,20.00000000000,20.00000000000,20.00000000000,20.00000000000,20.00000000000,Z,L,M,M,L,20.00000000000,20.00000000000,20.00000000000,20,I,20.00000000000,S,I,G,20,G,C,20.00000000000,20.00000000000,20,1978-04-20 22:29:45.000000,F,D,G,1981-02-22 03:22:39.000000,A,A,A
