dh_sys,id_ds_vrs,cd_evn,dh_evn,pos_id,name,sort_nr,sort_alpha,ref_date,curr_price,curr_price_curry,curr_price_quote_type,curr_val_pos,curr_pos_ref_curry,curr_val_ref,curr_val_ref_curry,curr_val_bu,accr_pos,accr_comm_pos,accr_ref,accr_comm_ref,accr_bu,accr_comm_bu,curr_price_xrate,curr_xrate,qty,maturity,open_date,close_date,asset_id,asset_isin,asset_tkn,asset_name,asset_type_id,asset_type,ass_group_intl_id,ass_group,asset_option_type_id,asset_option_type,asset_price,asset_eval_date,contr_size,asset_intr_rate,bp_id,bp_name,bp_sort_nr,bp_sort_alpha,bu_id,bu_name,bu_sort_nr,bu_sort_alpha,cont_id,cont_name,cont_sort_nr,cont_sort_alpha,undrly_id,strike,pos_typ_id,pos_typ,ass_par_val,dflt_cont_nr,is_limit,time_id,pos_twrr_perf,cust_bp_id,cust_cont_id,cred_intr_rate,deb_intr_rate,hist_price_pos,hist_price_ref,issue_price,hist_xrate,ytm,duration,root_pos_id,hist_val_pos,hist_val_ref,dh_uti_cre,lb_uti_cre,lb_wkf_cre,lb_ses_cre,dh_uti_upd,lb_uti_upd,lb_wkf_upd,lb_ses_upd
1979-10-22 06:43:46.000000,10,10,1988-02-09 12:00:07.000000,10,A,A,L,1994-01-12 15:51:39.000000,10.000000000000,L,D,10.0000000,B,10.0000000,M,10.0000000,10.0000000,10.0000000,10.0000000,10.0000000,10.0000000,10.0000000,10.00000000000000000000,10.00000000000000000000,10.0000000,1972-04-14 11:37:39.000000,2014-09-25 00:33:42.000000,1970-06-30 07:50:02.000000,10,D,T,D,U,T,R,B,P,K,10.000000000000,1978-10-21 16:02:48.000000,10.0000000,10.00000000000000000000,10,L,10.0000000,Q,10,A,10.0000000,K,10,B,10.0000000,I,10,10.0000000,10,F,10.0000000,D,L,M,10.0000000,10,10,10.00000000000000000000,10.00000000000000000000,10.000000000000,10.000000000000,10.000000000000,S,H,L,10,10.0000000,10.0000000,2018-02-20 23:11:32.000000,N,S,T,2007-07-10 17:20:15.000000,E,V,E
1984-11-16 15:08:10.000000,11,11,2020-10-11 13:37:46.000000,11,A,I,L,1992-11-27 14:11:01.000000,11.000000000000,R,U,11.0000000,M,11.0000000,R,11.0000000,11.0000000,11.0000000,11.0000000,11.0000000,11.0000000,11.0000000,11.00000000000000000000,11.00000000000000000000,11.0000000,1992-04-15 18:35:53.000000,1973-06-10 18:06:40.000000,2016-01-09 01:38:15.000000,11,P,B,N,M,B,U,G,F,T,11.000000000000,1993-03-02 17:41:22.000000,11.0000000,11.00000000000000000000,11,C,11.0000000,I,11,K,11.0000000,V,11,K,11.0000000,P,11,11.0000000,11,N,11.0000000,P,S,K,11.0000000,11,11,11.00000000000000000000,11.00000000000000000000,11.000000000000,11.000000000000,11.000000000000,C,M,C,11,11.0000000,11.0000000,1997-10-19 00:43:00.000000,L,G,Z,2006-05-14 10:50:45.000000,C,J,A
1996-06-11 03:24:43.000000,12,12,2000-08-23 19:43:51.000000,12,P,J,C,2014-01-01 22:51:06.000000,12.000000000000,G,A,12.0000000,A,12.0000000,S,12.0000000,12.0000000,12.0000000,12.0000000,12.0000000,12.0000000,12.0000000,12.00000000000000000000,12.00000000000000000000,12.0000000,2010-08-27 11:03:16.000000,1992-11-14 21:39:49.000000,1982-05-13 12:44:51.000000,12,N,B,G,E,C,B,A,Z,D,12.000000000000,2012-02-28 12:31:21.000000,12.0000000,12.00000000000000000000,12,C,12.0000000,I,12,B,12.0000000,U,12,C,12.0000000,L,12,12.0000000,12,A,12.0000000,V,B,J,12.0000000,12,12,12.00000000000000000000,12.00000000000000000000,12.000000000000,12.000000000000,12.000000000000,S,S,H,12,12.0000000,12.0000000,1979-05-14 06:45:51.000000,L,A,I,1990-02-07 05:26:24.000000,V,R,A
2009-08-26 18:41:26.000000,13,13,1989-04-15 00:57:48.000000,13,N,G,C,2011-01-10 18:02:49.000000,13.000000000000,N,B,13.0000000,P,13.0000000,W,13.0000000,13.0000000,13.0000000,13.0000000,13.0000000,13.0000000,13.0000000,13.00000000000000000000,13.00000000000000000000,13.0000000,1999-10-01 09:45:20.000000,2005-08-23 05:04:36.000000,2021-05-16 16:44:38.000000,13,S,M,N,N,B,B,M,T,J,13.000000000000,1982-12-28 05:33:10.000000,13.0000000,13.00000000000000000000,13,H,13.0000000,V,13,Y,13.0000000,A,13,R,13.0000000,S,13,13.0000000,13,H,13.0000000,T,M,C,13.0000000,13,13,13.00000000000000000000,13.00000000000000000000,13.000000000000,13.000000000000,13.000000000000,K,U,C,13,13.0000000,13.0000000,1975-01-25 21:47:33.000000,S,D,H,1990-07-16 13:02:30.000000,M,L,U
1984-03-13 20:05:54.000000,14,14,1976-11-08 21:15:52.000000,14,B,H,C,1986-12-04 04:49:55.000000,14.000000000000,S,M,14.0000000,A,14.0000000,M,14.0000000,14.0000000,14.0000000,14.0000000,14.0000000,14.0000000,14.0000000,14.00000000000000000000,14.00000000000000000000,14.0000000,1997-04-03 13:41:02.000000,1996-06-25 09:21:26.000000,2018-11-27 14:47:41.000000,14,I,T,I,S,E,B,M,M,I,14.000000000000,2011-08-30 22:13:15.000000,14.0000000,14.00000000000000000000,14,D,14.0000000,P,14,B,14.0000000,T,14,P,14.0000000,G,14,14.0000000,14,M,14.0000000,G,C,C,14.0000000,14,14,14.00000000000000000000,14.00000000000000000000,14.000000000000,14.000000000000,14.000000000000,S,J,L,14,14.0000000,14.0000000,1988-07-04 02:49:17.000000,Y,N,D,1989-10-23 16:42:19.000000,A,J,G
1992-10-09 08:08:25.000000,15,15,2005-03-09 01:45:20.000000,15,M,D,R,2002-01-31 16:52:47.000000,15.000000000000,A,A,15.0000000,I,15.0000000,P,15.0000000,15.0000000,15.0000000,15.0000000,15.0000000,15.0000000,15.0000000,15.00000000000000000000,15.00000000000000000000,15.0000000,2019-01-08 00:57:31.000000,1995-01-14 15:50:34.000000,2019-04-30 02:18:59.000000,15,P,T,G,A,L,C,M,D,J,15.000000000000,2000-10-25 07:36:00.000000,15.0000000,15.00000000000000000000,15,S,15.0000000,R,15,J,15.0000000,L,15,C,15.0000000,S,15,15.0000000,15,U,15.0000000,H,F,U,15.0000000,15,15,15.00000000000000000000,15.00000000000000000000,15.000000000000,15.000000000000,15.000000000000,S,F,A,15,15.0000000,15.0000000,2002-07-07 09:55:25.000000,B,C,T,1989-12-21 09:26:57.000000,D,G,K
2021-10-25 14:15:42.000000,16,16,2001-12-15 19:56:20.000000,16,T,G,N,2011-12-07 07:35:59.000000,16.000000000000,S,V,16.0000000,W,16.0000000,C,16.0000000,16.0000000,16.0000000,16.0000000,16.0000000,16.0000000,16.0000000,16.00000000000000000000,16.00000000000000000000,16.0000000,2013-08-28 17:09:42.000000,1985-12-13 00:45:26.000000,1973-01-30 16:08:47.000000,16,T,D,M,E,I,F,S,B,A,16.000000000000,1997-10-22 16:18:11.000000,16.0000000,16.00000000000000000000,16,M,16.0000000,B,16,M,16.0000000,K,16,L,16.0000000,N,16,16.0000000,16,B,16.0000000,P,P,I,16.0000000,16,16,16.00000000000000000000,16.00000000000000000000,16.000000000000,16.000000000000,16.000000000000,K,P,E,16,16.0000000,16.0000000,1984-03-02 06:35:07.000000,M,P,M,1993-07-05 23:37:08.000000,C,K,C
1983-07-21 20:26:25.000000,17,17,1988-10-20 02:22:48.000000,17,K,K,S,1998-09-12 19:44:01.000000,17.000000000000,I,M,17.0000000,G,17.0000000,P,17.0000000,17.0000000,17.0000000,17.0000000,17.0000000,17.0000000,17.0000000,17.00000000000000000000,17.00000000000000000000,17.0000000,1997-04-09 14:41:57.000000,2012-04-23 21:11:56.000000,2004-08-25 12:39:03.000000,17,N,N,G,M,F,S,I,C,T,17.000000000000,1972-08-03 11:22:37.000000,17.0000000,17.00000000000000000000,17,C,17.0000000,N,17,J,17.0000000,T,17,G,17.0000000,B,17,17.0000000,17,T,17.0000000,N,I,B,17.0000000,17,17,17.00000000000000000000,17.00000000000000000000,17.000000000000,17.000000000000,17.000000000000,Z,C,T,17,17.0000000,17.0000000,2004-07-16 17:23:33.000000,B,D,A,2014-06-10 15:57:11.000000,M,A,S
1996-10-29 07:39:59.000000,18,18,2016-08-23 05:49:02.000000,18,D,S,P,1972-08-20 04:27:48.000000,18.000000000000,S,F,18.0000000,B,18.0000000,G,18.0000000,18.0000000,18.0000000,18.0000000,18.0000000,18.0000000,18.0000000,18.00000000000000000000,18.00000000000000000000,18.0000000,2003-06-30 00:07:11.000000,2022-08-22 22:11:29.000000,1970-11-17 12:05:44.000000,18,P,K,T,B,R,B,M,R,C,18.000000000000,2002-12-13 02:35:54.000000,18.0000000,18.00000000000000000000,18,T,18.0000000,S,18,M,18.0000000,N,18,K,18.0000000,T,18,18.0000000,18,D,18.0000000,B,D,S,18.0000000,18,18,18.00000000000000000000,18.00000000000000000000,18.000000000000,18.000000000000,18.000000000000,T,T,M,18,18.0000000,18.0000000,2020-08-29 03:43:42.000000,A,M,E,2003-08-22 17:28:14.000000,G,R,C
1997-07-07 05:26:59.000000,19,19,1987-07-06 13:41:32.000000,19,G,F,S,2010-07-16 08:04:31.000000,19.000000000000,S,A,19.0000000,B,19.0000000,K,19.0000000,19.0000000,19.0000000,19.0000000,19.0000000,19.0000000,19.0000000,19.00000000000000000000,19.00000000000000000000,19.0000000,1975-09-28 22:08:46.000000,2022-08-24 14:36:48.000000,2005-01-25 14:56:15.000000,19,S,P,B,S,U,S,L,B,L,19.000000000000,1992-12-22 10:33:28.000000,19.0000000,19.00000000000000000000,19,C,19.0000000,G,19,G,19.0000000,C,19,C,19.0000000,M,19,19.0000000,19,M,19.0000000,D,B,B,19.0000000,19,19,19.00000000000000000000,19.00000000000000000000,19.000000000000,19.000000000000,19.000000000000,K,P,U,19,19.0000000,19.0000000,1985-05-28 17:31:05.000000,K,N,H,2015-09-07 17:32:30.000000,P,D,C
1976-11-26 02:01:06.000000,20,20,2004-02-28 13:46:02.000000,20,E,M,L,2015-08-12 09:48:45.000000,20.000000000000,A,F,20.0000000,V,20.0000000,K,20.0000000,20.0000000,20.0000000,20.0000000,20.0000000,20.0000000,20.0000000,20.00000000000000000000,20.00000000000000000000,20.0000000,2003-09-21 22:14:39.000000,1988-10-08 06:02:56.000000,1997-12-10 18:58:49.000000,20,M,T,D,L,C,G,P,K,U,20.000000000000,1995-03-31 16:50:10.000000,20.0000000,20.00000000000000000000,20,V,20.0000000,R,20,M,20.0000000,C,20,A,20.0000000,J,20,20.0000000,20,C,20.0000000,S,S,S,20.0000000,20,20,20.00000000000000000000,20.00000000000000000000,20.000000000000,20.000000000000,20.000000000000,M,L,N,20,20.0000000,20.0000000,1990-07-20 20:41:05.000000,S,N,I,1988-12-21 21:35:07.000000,C,Z,B
2022-04-03 06:38:58.000000,21,21,2006-06-30 22:05:54.000000,21,R,D,S,1991-05-17 03:59:52.000000,21.000000000000,V,B,21.0000000,B,21.0000000,V,21.0000000,21.0000000,21.0000000,21.0000000,21.0000000,21.0000000,21.0000000,21.00000000000000000000,21.00000000000000000000,21.0000000,1983-04-02 07:27:29.000000,2016-02-16 15:25:20.000000,2017-12-08 07:06:33.000000,21,S,E,N,P,S,N,B,M,K,21.000000000000,2020-12-05 15:43:33.000000,21.0000000,21.00000000000000000000,21,I,21.0000000,L,21,K,21.0000000,B,21,M,21.0000000,P,21,21.0000000,21,T,21.0000000,A,I,I,21.0000000,21,21,21.00000000000000000000,21.00000000000000000000,21.000000000000,21.000000000000,21.000000000000,M,S,R,21,21.0000000,21.0000000,2009-09-20 08:10:39.000000,J,M,G,2019-07-29 03:09:12.000000,B,P,C
1978-02-08 04:01:55.000000,22,22,2018-07-15 03:25:46.000000,22,I,S,R,2018-11-03 15:45:30.000000,22.000000000000,T,T,22.0000000,B,22.0000000,B,22.0000000,22.0000000,22.0000000,22.0000000,22.0000000,22.0000000,22.0000000,22.00000000000000000000,22.00000000000000000000,22.0000000,2018-02-23 15:56:28.000000,2001-06-11 18:09:41.000000,1979-06-22 07:38:37.000000,22,T,B,B,U,T,A,S,P,I,22.000000000000,1989-11-23 19:16:54.000000,22.0000000,22.00000000000000000000,22,C,22.0000000,T,22,T,22.0000000,N,22,W,22.0000000,G,22,22.0000000,22,K,22.0000000,C,Y,M,22.0000000,22,22,22.00000000000000000000,22.00000000000000000000,22.000000000000,22.000000000000,22.000000000000,T,M,T,22,22.0000000,22.0000000,1990-09-30 03:33:51.000000,N,B,P,1981-07-24 18:00:08.000000,K,E,B
1984-12-25 04:18:30.000000,23,23,1989-06-25 16:58:13.000000,23,M,T,S,1973-03-10 23:51:02.000000,23.000000000000,U,T,23.0000000,L,23.0000000,M,23.0000000,23.0000000,23.0000000,23.0000000,23.0000000,23.0000000,23.0000000,23.00000000000000000000,23.00000000000000000000,23.0000000,2004-02-11 03:43:45.000000,1980-05-01 12:12:46.000000,1976-08-10 07:24:29.000000,23,F,L,R,S,F,T,C,N,G,23.000000000000,2002-04-24 10:34:34.000000,23.0000000,23.00000000000000000000,23,P,23.0000000,P,23,C,23.0000000,F,23,L,23.0000000,C,23,23.0000000,23,C,23.0000000,B,B,B,23.0000000,23,23,23.00000000000000000000,23.00000000000000000000,23.000000000000,23.000000000000,23.000000000000,G,N,L,23,23.0000000,23.0000000,1988-08-07 15:50:42.000000,B,R,S,1992-04-25 21:59:28.000000,K,C,F
2002-05-04 04:37:10.000000,24,24,2020-02-16 04:04:03.000000,24,M,S,I,1970-11-11 09:55:18.000000,24.000000000000,B,C,24.0000000,U,24.0000000,D,24.0000000,24.0000000,24.0000000,24.0000000,24.0000000,24.0000000,24.0000000,24.00000000000000000000,24.00000000000000000000,24.0000000,1984-08-15 03:41:22.000000,1997-03-02 23:08:07.000000,1973-07-26 18:30:40.000000,24,T,N,A,V,M,C,S,G,I,24.000000000000,2011-09-26 13:06:33.000000,24.0000000,24.00000000000000000000,24,S,24.0000000,K,24,S,24.0000000,U,24,P,24.0000000,S,24,24.0000000,24,T,24.0000000,U,S,M,24.0000000,24,24,24.00000000000000000000,24.00000000000000000000,24.000000000000,24.000000000000,24.000000000000,S,Z,G,24,24.0000000,24.0000000,1988-06-02 18:33:10.000000,B,N,T,1972-08-21 19:13:09.000000,S,O,H
1976-09-27 12:23:39.000000,25,25,2009-06-26 17:46:08.000000,25,T,G,A,1997-06-03 01:33:51.000000,25.000000000000,K,K,25.0000000,E,25.0000000,L,25.0000000,25.0000000,25.0000000,25.0000000,25.0000000,25.0000000,25.0000000,25.00000000000000000000,25.00000000000000000000,25.0000000,2011-04-28 06:02:38.000000,1991-04-21 19:43:47.000000,2001-01-17 15:54:12.000000,25,P,B,B,M,K,D,S,L,P,25.000000000000,1970-06-03 00:28:35.000000,25.0000000,25.00000000000000000000,25,P,25.0000000,K,25,K,25.0000000,N,25,F,25.0000000,L,25,25.0000000,25,L,25.0000000,M,R,M,25.0000000,25,25,25.00000000000000000000,25.00000000000000000000,25.000000000000,25.000000000000,25.000000000000,K,B,S,25,25.0000000,25.0000000,1992-03-16 05:28:58.000000,Z,M,B,1974-02-26 01:01:58.000000,T,U,N
1991-01-06 08:01:00.000000,26,26,1983-12-29 15:14:58.000000,26,S,M,T,2004-02-27 01:35:17.000000,26.000000000000,E,P,26.0000000,G,26.0000000,M,26.0000000,26.0000000,26.0000000,26.0000000,26.0000000,26.0000000,26.0000000,26.00000000000000000000,26.00000000000000000000,26.0000000,2005-12-04 10:33:26.000000,1985-06-22 01:51:41.000000,2017-06-14 00:22:58.000000,26,C,C,E,G,C,L,N,B,S,26.000000000000,1972-12-29 09:54:53.000000,26.0000000,26.00000000000000000000,26,V,26.0000000,A,26,I,26.0000000,R,26,G,26.0000000,N,26,26.0000000,26,B,26.0000000,L,T,C,26.0000000,26,26,26.00000000000000000000,26.00000000000000000000,26.000000000000,26.000000000000,26.000000000000,D,G,S,26,26.0000000,26.0000000,1998-06-01 21:45:30.000000,C,B,S,1987-09-17 11:02:46.000000,B,K,A
2012-09-12 08:56:52.000000,27,27,1970-08-08 10:19:16.000000,27,B,S,E,1974-05-20 14:33:42.000000,27.000000000000,I,B,27.0000000,L,27.0000000,A,27.0000000,27.0000000,27.0000000,27.0000000,27.0000000,27.0000000,27.0000000,27.00000000000000000000,27.00000000000000000000,27.0000000,2015-11-22 04:09:52.000000,1997-08-06 19:17:59.000000,2009-01-14 04:01:34.000000,27,B,G,M,C,M,E,S,M,E,27.000000000000,1979-08-10 01:06:39.000000,27.0000000,27.00000000000000000000,27,P,27.0000000,P,27,S,27.0000000,G,27,Y,27.0000000,B,27,27.0000000,27,H,27.0000000,V,N,V,27.0000000,27,27,27.00000000000000000000,27.00000000000000000000,27.000000000000,27.000000000000,27.000000000000,S,M,N,27,27.0000000,27.0000000,1973-05-10 22:36:13.000000,T,B,C,1971-04-10 07:53:22.000000,G,V,B
1981-06-16 01:40:34.000000,28,28,2011-06-26 02:30:33.000000,28,T,L,K,2008-03-15 11:00:54.000000,28.000000000000,L,M,28.0000000,K,28.0000000,M,28.0000000,28.0000000,28.0000000,28.0000000,28.0000000,28.0000000,28.0000000,28.00000000000000000000,28.00000000000000000000,28.0000000,2012-06-03 10:37:20.000000,2021-11-25 10:51:20.000000,1999-09-30 16:01:14.000000,28,C,B,G,G,V,H,T,T,U,28.000000000000,2018-12-04 03:45:06.000000,28.0000000,28.00000000000000000000,28,C,28.0000000,M,28,N,28.0000000,C,28,A,28.0000000,R,28,28.0000000,28,V,28.0000000,R,T,P,28.0000000,28,28,28.00000000000000000000,28.00000000000000000000,28.000000000000,28.000000000000,28.000000000000,S,D,T,28,28.0000000,28.0000000,1993-04-04 04:36:34.000000,J,G,G,1994-10-24 03:27:12.000000,B,S,N
