dh_sys,id_ds_vrs,cd_evn,dh_evn,curry_id,curry_name,description,termin,unit,xrate_factor,xrate_date,factor,time_id,ref_date,dh_uti_cre,lb_uti_cre,lb_wkf_cre,lb_ses_cre,dh_uti_upd,lb_uti_upd,lb_wkf_upd,lb_ses_upd
1998-11-05 02:57:12.000000,21,21,2019-11-18 10:45:52.000000,21,F,L,21.0000000000000000000000,21.0000000000000000000000,21.0000000000000000000000,1988-03-31 01:45:12.000000,21.0000000000000000000000,B,2004-08-17 22:08:57.000000,1974-09-25 11:53:27.000000,B,G,R,1993-10-29 20:11:04.000000,S,K,S
1987-11-05 13:52:07.000000,22,22,1992-01-23 11:37:33.000000,22,N,C,22.0000000000000000000000,22.0000000000000000000000,22.0000000000000000000000,1989-05-25 04:03:57.000000,22.0000000000000000000000,C,1997-04-11 10:08:32.000000,2007-10-05 15:19:59.000000,N,K,M,1973-10-26 21:02:57.000000,S,N,D
2015-01-17 15:35:53.000000,23,23,2006-04-20 13:12:01.000000,23,G,S,23.0000000000000000000000,23.0000000000000000000000,23.0000000000000000000000,1999-04-05 02:54:32.000000,23.0000000000000000000000,D,1978-11-20 09:53:15.000000,2008-10-04 00:28:31.000000,I,P,S,2020-11-18 02:35:43.000000,P,B,B
2019-05-21 14:39:42.000000,24,24,2011-04-03 00:57:39.000000,24,U,S,24.0000000000000000000000,24.0000000000000000000000,24.0000000000000000000000,1997-10-14 01:30:30.000000,24.0000000000000000000000,U,2021-10-09 16:50:49.000000,1980-01-06 22:35:43.000000,S,P,P,1999-11-12 09:02:25.000000,H,E,I
1980-11-30 15:02:05.000000,25,25,1974-07-15 07:00:25.000000,25,C,A,25.0000000000000000000000,25.0000000000000000000000,25.0000000000000000000000,2000-12-01 09:28:06.000000,25.0000000000000000000000,D,1977-02-14 11:11:46.000000,1985-08-06 20:00:10.000000,G,L,I,2006-08-16 22:17:31.000000,M,C,B
2022-11-01 08:44:03.000000,26,26,2007-08-14 01:14:43.000000,26,K,C,26.0000000000000000000000,26.0000000000000000000000,26.0000000000000000000000,1991-07-11 18:44:35.000000,26.0000000000000000000000,G,2016-04-20 09:14:19.000000,1990-09-30 07:45:47.000000,V,K,E,1974-12-28 20:58:15.000000,R,S,B
2009-04-19 12:52:47.000000,27,27,2022-04-17 08:52:47.000000,27,R,G,27.0000000000000000000000,27.0000000000000000000000,27.0000000000000000000000,1994-04-02 00:25:33.000000,27.0000000000000000000000,G,1983-08-28 04:04:28.000000,2019-11-19 05:06:15.000000,G,T,A,1988-01-02 17:05:58.000000,P,K,S
2006-10-23 09:50:59.000000,28,28,1975-04-15 15:17:53.000000,28,A,S,28.0000000000000000000000,28.0000000000000000000000,28.0000000000000000000000,1997-03-27 17:46:37.000000,28.0000000000000000000000,S,2004-03-01 23:50:32.000000,1970-06-26 07:06:02.000000,A,C,M,1996-12-12 13:06:28.000000,S,N,G
2013-01-13 03:16:52.000000,29,29,1992-08-06 10:55:35.000000,29,T,P,29.0000000000000000000000,29.0000000000000000000000,29.0000000000000000000000,1993-01-20 16:33:22.000000,29.0000000000000000000000,G,1989-01-03 01:33:51.000000,1989-11-13 00:43:17.000000,I,T,G,1974-07-25 06:21:12.000000,K,A,E
2008-11-17 16:31:54.000000,30,30,2010-02-10 20:13:48.000000,30,S,N,30.0000000000000000000000,30.0000000000000000000000,30.0000000000000000000000,2012-07-15 08:39:26.000000,30.0000000000000000000000,B,1990-01-31 21:26:42.000000,1994-10-22 05:37:57.000000,C,K,D,1979-09-06 01:07:19.000000,K,A,M
1985-05-25 00:57:33.000000,31,31,2022-12-30 21:29:49.000000,31,G,L,31.0000000000000000000000,31.0000000000000000000000,31.0000000000000000000000,2006-04-28 18:40:50.000000,31.0000000000000000000000,A,2008-01-24 15:15:40.000000,2010-09-20 08:35:20.000000,B,H,C,2005-05-02 05:23:52.000000,T,C,G
1989-06-07 02:35:54.000000,32,32,1991-08-01 07:54:38.000000,32,C,C,32.0000000000000000000000,32.0000000000000000000000,32.0000000000000000000000,2014-04-16 16:32:42.000000,32.0000000000000000000000,H,1983-01-23 06:30:47.000000,1972-01-02 00:44:33.000000,I,S,F,1995-04-11 21:18:56.000000,T,A,L
1998-04-11 16:08:51.000000,33,33,1984-01-21 00:12:39.000000,33,M,I,33.0000000000000000000000,33.0000000000000000000000,33.0000000000000000000000,2004-04-05 23:17:16.000000,33.0000000000000000000000,H,1974-07-17 23:24:01.000000,2001-10-27 11:49:35.000000,C,E,B,1979-07-25 04:31:16.000000,D,V,E
1990-12-10 16:10:06.000000,34,34,2006-11-27 17:07:37.000000,34,M,P,34.0000000000000000000000,34.0000000000000000000000,34.0000000000000000000000,2016-12-24 17:24:24.000000,34.0000000000000000000000,G,1993-11-11 21:06:50.000000,1991-11-02 09:18:04.000000,V,S,B,2012-05-17 07:18:04.000000,V,E,N
1989-12-29 19:46:26.000000,35,35,1972-01-23 08:19:07.000000,35,S,L,35.0000000000000000000000,35.0000000000000000000000,35.0000000000000000000000,1972-08-20 02:28:18.000000,35.0000000000000000000000,S,2018-09-08 03:11:43.000000,1989-11-04 06:49:41.000000,W,B,Z,2004-09-02 03:37:13.000000,M,N,L
2008-08-27 07:39:40.000000,36,36,1992-01-14 06:24:16.000000,36,K,I,36.0000000000000000000000,36.0000000000000000000000,36.0000000000000000000000,2008-12-23 15:29:07.000000,36.0000000000000000000000,F,2012-10-26 20:40:57.000000,1999-01-05 12:35:35.000000,F,G,N,1983-09-18 09:01:53.000000,U,C,I
1990-07-22 20:32:13.000000,37,37,2011-08-17 09:06:44.000000,37,L,C,37.0000000000000000000000,37.0000000000000000000000,37.0000000000000000000000,1991-07-13 23:27:28.000000,37.0000000000000000000000,M,2003-12-29 03:53:50.000000,1980-01-18 20:42:16.000000,B,V,F,2000-07-04 16:47:18.000000,R,T,M
1996-10-02 20:49:59.000000,38,38,1985-08-29 14:44:44.000000,38,H,S,38.0000000000000000000000,38.0000000000000000000000,38.0000000000000000000000,2014-10-20 03:19:44.000000,38.0000000000000000000000,C,1990-07-03 05:24:15.000000,1981-01-29 15:42:00.000000,V,N,B,1976-02-29 10:37:52.000000,B,Z,L
2007-03-08 14:08:18.000000,39,39,2003-05-21 02:27:42.000000,39,C,K,39.0000000000000000000000,39.0000000000000000000000,39.0000000000000000000000,1998-03-10 13:34:08.000000,39.0000000000000000000000,T,2016-09-28 22:31:04.000000,1978-11-23 14:05:26.000000,G,I,M,1986-09-14 17:46:15.000000,B,L,M
2020-07-18 20:42:22.000000,40,40,2000-08-29 12:58:05.000000,40,C,E,40.0000000000000000000000,40.0000000000000000000000,40.0000000000000000000000,1991-05-30 01:04:05.000000,40.0000000000000000000000,V,1996-11-25 17:34:38.000000,2016-02-08 15:21:17.000000,N,B,S,1998-04-25 22:43:54.000000,I,B,T
2012-04-13 23:19:31.000000,41,41,1991-08-20 05:53:22.000000,41,M,Y,41.0000000000000000000000,41.0000000000000000000000,41.0000000000000000000000,2001-11-23 07:59:29.000000,41.0000000000000000000000,M,1986-07-08 10:07:39.000000,1980-03-22 20:48:38.000000,K,F,W,2017-04-30 08:42:28.000000,H,T,E
1998-04-18 19:38:55.000000,42,42,2005-12-25 18:31:50.000000,42,D,N,42.0000000000000000000000,42.0000000000000000000000,42.0000000000000000000000,1972-06-06 21:46:52.000000,42.0000000000000000000000,D,1994-06-01 11:03:27.000000,1986-12-25 06:30:46.000000,B,G,M,1996-01-22 04:17:34.000000,S,O,G
2011-06-07 08:18:44.000000,43,43,2009-10-02 22:14:14.000000,43,C,P,43.0000000000000000000000,43.0000000000000000000000,43.0000000000000000000000,1992-08-29 11:01:37.000000,43.0000000000000000000000,P,1977-06-07 00:55:24.000000,1994-06-18 19:42:18.000000,B,D,H,1993-11-02 21:57:17.000000,E,A,A
1986-05-26 21:41:46.000000,44,44,2022-06-27 10:01:52.000000,44,L,N,44.0000000000000000000000,44.0000000000000000000000,44.0000000000000000000000,2007-04-02 01:44:35.000000,44.0000000000000000000000,S,1994-01-17 18:50:37.000000,2016-12-08 07:19:31.000000,T,A,S,2013-07-12 02:29:46.000000,M,H,T
1993-02-22 20:04:13.000000,45,45,1983-04-30 12:35:45.000000,45,D,T,45.0000000000000000000000,45.0000000000000000000000,45.0000000000000000000000,2003-07-01 15:31:18.000000,45.0000000000000000000000,J,2001-07-16 07:24:42.000000,1974-03-16 13:35:08.000000,E,P,L,1972-11-19 06:37:46.000000,P,K,I
2022-03-18 04:37:07.000000,46,46,1987-10-31 13:32:02.000000,46,B,U,46.0000000000000000000000,46.0000000000000000000000,46.0000000000000000000000,1990-03-18 15:08:55.000000,46.0000000000000000000000,F,1987-02-21 23:19:25.000000,2002-04-17 00:49:09.000000,B,A,T,1986-08-03 08:03:15.000000,L,E,A
2008-07-14 15:10:20.000000,47,47,2016-09-28 18:21:42.000000,47,S,M,47.0000000000000000000000,47.0000000000000000000000,47.0000000000000000000000,1989-09-22 17:14:49.000000,47.0000000000000000000000,D,1983-06-17 15:29:48.000000,1988-08-02 06:33:00.000000,B,R,B,2015-07-18 11:59:36.000000,T,T,P
1989-10-13 23:55:27.000000,48,48,1995-12-23 08:20:56.000000,48,T,N,48.0000000000000000000000,48.0000000000000000000000,48.0000000000000000000000,1978-06-06 20:42:16.000000,48.0000000000000000000000,P,2004-08-19 12:02:41.000000,1997-08-24 14:59:54.000000,C,B,T,1977-02-25 02:53:57.000000,G,P,B
1979-12-17 19:07:17.000000,49,49,1984-08-02 06:43:00.000000,49,N,S,49.0000000000000000000000,49.0000000000000000000000,49.0000000000000000000000,1987-08-25 02:33:04.000000,49.0000000000000000000000,M,2005-01-09 19:51:24.000000,2004-02-19 21:56:38.000000,S,S,O,1988-05-11 11:11:02.000000,T,K,V
1982-02-18 15:37:28.000000,50,50,1989-08-05 10:32:30.000000,50,C,Z,50.0000000000000000000000,50.0000000000000000000000,50.0000000000000000000000,1977-03-05 02:54:29.000000,50.0000000000000000000000,E,2022-05-13 18:12:01.000000,1979-04-18 22:46:11.000000,U,C,T,2019-08-24 12:40:45.000000,V,S,C
1973-05-23 03:59:36.000000,51,51,1987-07-01 11:44:23.000000,51,V,I,51.0000000000000000000000,51.0000000000000000000000,51.0000000000000000000000,2012-05-30 23:56:55.000000,51.0000000000000000000000,G,1985-04-19 15:45:08.000000,1970-07-04 18:04:43.000000,S,N,I,2019-01-01 00:05:49.000000,G,B,P
2018-10-01 06:44:29.000000,52,52,1984-01-17 04:36:17.000000,52,M,T,52.0000000000000000000000,52.0000000000000000000000,52.0000000000000000000000,1991-05-07 18:19:52.000000,52.0000000000000000000000,P,1992-03-30 18:40:04.000000,1985-08-17 03:57:25.000000,S,T,B,1990-01-20 00:30:06.000000,L,M,G
2015-11-25 03:21:00.000000,53,53,1972-12-18 07:44:12.000000,53,P,E,53.0000000000000000000000,53.0000000000000000000000,53.0000000000000000000000,1999-08-04 06:02:00.000000,53.0000000000000000000000,N,1986-08-14 13:29:34.000000,2017-01-19 21:17:09.000000,B,B,V,2014-06-03 06:15:31.000000,G,A,B
2002-04-01 11:51:45.000000,54,54,2007-09-25 22:12:56.000000,54,S,C,54.0000000000000000000000,54.0000000000000000000000,54.0000000000000000000000,1993-11-02 06:11:26.000000,54.0000000000000000000000,O,1984-10-11 18:44:15.000000,1977-09-20 18:20:56.000000,L,T,F,2008-04-08 11:47:06.000000,E,G,K
1990-07-14 19:29:33.000000,55,55,2020-10-05 23:01:29.000000,55,K,E,55.0000000000000000000000,55.0000000000000000000000,55.0000000000000000000000,2009-09-01 12:25:46.000000,55.0000000000000000000000,N,1989-03-25 22:26:35.000000,1972-11-19 21:01:53.000000,H,T,G,2020-02-11 10:56:22.000000,T,M,U
1986-10-06 00:58:58.000000,56,56,2006-10-17 11:41:57.000000,56,G,A,56.0000000000000000000000,56.0000000000000000000000,56.0000000000000000000000,1988-05-31 06:18:44.000000,56.0000000000000000000000,P,2020-07-31 21:31:20.000000,2001-04-29 22:12:41.000000,G,I,G,2019-11-01 02:56:26.000000,D,D,H
2010-09-07 01:50:18.000000,57,57,1985-05-09 12:56:02.000000,57,S,S,57.0000000000000000000000,57.0000000000000000000000,57.0000000000000000000000,2009-08-19 04:41:27.000000,57.0000000000000000000000,M,1971-06-19 06:32:55.000000,1995-04-28 04:22:48.000000,Z,I,M,2011-08-13 07:49:50.000000,U,K,F
1975-08-19 12:04:14.000000,58,58,1988-05-26 03:28:30.000000,58,C,B,58.0000000000000000000000,58.0000000000000000000000,58.0000000000000000000000,1983-11-19 09:04:18.000000,58.0000000000000000000000,M,1978-01-13 03:54:59.000000,1995-11-03 14:20:44.000000,B,K,N,2001-11-14 15:25:20.000000,G,C,M
2021-04-27 14:36:33.000000,59,59,2012-04-04 18:39:35.000000,59,Y,N,59.0000000000000000000000,59.0000000000000000000000,59.0000000000000000000000,2003-03-10 16:55:31.000000,59.0000000000000000000000,M,2009-02-01 19:46:54.000000,2012-07-03 08:25:45.000000,C,M,A,1997-10-25 12:15:39.000000,D,B,I
1996-05-21 02:25:49.000000,60,60,2011-06-17 07:33:25.000000,60,C,S,60.0000000000000000000000,60.0000000000000000000000,60.0000000000000000000000,1999-01-23 20:21:28.000000,60.0000000000000000000000,V,2020-01-03 22:41:54.000000,2011-09-16 09:42:19.000000,A,S,A,1996-02-29 17:19:31.000000,M,F,P
1987-10-16 03:05:26.000000,61,61,2020-01-29 07:27:03.000000,61,H,U,61.0000000000000000000000,61.0000000000000000000000,61.0000000000000000000000,2004-01-04 21:30:22.000000,61.0000000000000000000000,E,2002-02-27 13:48:22.000000,1980-02-16 15:31:23.000000,C,G,A,1976-04-29 22:01:43.000000,G,E,K
1978-06-05 17:25:42.000000,62,62,2020-08-17 06:26:10.000000,62,E,N,62.0000000000000000000000,62.0000000000000000000000,62.0000000000000000000000,1999-02-26 20:02:38.000000,62.0000000000000000000000,T,1983-10-19 05:07:09.000000,1994-01-15 09:16:09.000000,A,D,C,2020-06-12 04:54:07.000000,D,T,G
2001-05-20 10:51:33.000000,63,63,1976-06-09 19:53:33.000000,63,U,J,63.0000000000000000000000,63.0000000000000000000000,63.0000000000000000000000,1993-12-22 14:37:22.000000,63.0000000000000000000000,M,2005-11-27 11:18:24.000000,2011-07-24 09:16:42.000000,T,T,M,1995-09-20 11:49:37.000000,P,G,J
2002-02-25 14:33:52.000000,64,64,1976-05-13 16:25:58.000000,64,B,S,64.0000000000000000000000,64.0000000000000000000000,64.0000000000000000000000,2002-12-22 04:28:18.000000,64.0000000000000000000000,C,1992-01-29 09:37:04.000000,2010-10-16 13:35:39.000000,K,J,E,1976-05-16 01:07:08.000000,U,C,M
1971-04-15 16:31:01.000000,65,65,1977-11-27 06:39:39.000000,65,M,I,65.0000000000000000000000,65.0000000000000000000000,65.0000000000000000000000,1977-05-15 19:03:06.000000,65.0000000000000000000000,A,1991-04-18 11:26:26.000000,2019-03-07 06:07:08.000000,S,I,U,2003-07-26 07:37:47.000000,T,M,A
1991-01-10 22:59:13.000000,66,66,1974-01-05 08:44:08.000000,66,A,S,66.0000000000000000000000,66.0000000000000000000000,66.0000000000000000000000,2002-07-07 17:36:50.000000,66.0000000000000000000000,B,1976-05-11 13:44:34.000000,1991-05-11 00:05:47.000000,S,I,B,1974-10-16 04:02:31.000000,M,M,A
2009-05-07 08:59:03.000000,67,67,2005-10-14 23:23:25.000000,67,K,M,67.0000000000000000000000,67.0000000000000000000000,67.0000000000000000000000,2013-04-04 15:51:30.000000,67.0000000000000000000000,G,1985-12-26 13:29:00.000000,1996-08-29 14:34:36.000000,H,H,B,2016-03-26 16:39:45.000000,L,O,I
1982-11-09 08:07:12.000000,68,68,2017-06-04 15:16:31.000000,68,F,S,68.0000000000000000000000,68.0000000000000000000000,68.0000000000000000000000,1983-07-15 02:29:10.000000,68.0000000000000000000000,P,1970-02-09 02:20:29.000000,2002-07-04 05:56:47.000000,B,P,Y,2022-09-20 10:30:53.000000,M,L,M
2009-01-06 14:56:46.000000,69,69,2015-04-16 04:12:44.000000,69,Z,B,69.0000000000000000000000,69.0000000000000000000000,69.0000000000000000000000,2015-04-28 10:27:42.000000,69.0000000000000000000000,H,2015-12-17 05:10:23.000000,1975-07-01 10:54:11.000000,A,I,V,1991-10-13 08:07:17.000000,N,G,F
2016-10-03 21:15:41.000000,70,70,1973-01-24 04:55:36.000000,70,Z,P,70.0000000000000000000000,70.0000000000000000000000,70.0000000000000000000000,1980-02-23 17:04:24.000000,70.0000000000000000000000,B,2022-01-03 17:59:48.000000,1970-07-18 03:42:31.000000,N,L,I,1979-08-07 06:22:47.000000,B,S,E
2003-03-21 06:07:43.000000,71,71,1970-05-14 14:02:52.000000,71,B,M,71.0000000000000000000000,71.0000000000000000000000,71.0000000000000000000000,1985-05-21 09:30:25.000000,71.0000000000000000000000,M,1991-03-15 21:07:04.000000,2017-05-29 14:19:21.000000,E,R,H,1972-03-06 02:26:00.000000,V,L,Q
1972-02-13 19:18:48.000000,72,72,2017-12-24 14:42:56.000000,72,P,L,72.0000000000000000000000,72.0000000000000000000000,72.0000000000000000000000,1995-06-22 03:00:24.000000,72.0000000000000000000000,T,2006-06-13 09:13:04.000000,2015-02-22 12:53:50.000000,G,F,P,2009-09-23 16:17:57.000000,A,D,M
1988-12-09 14:31:45.000000,73,73,1992-06-30 14:06:59.000000,73,I,H,73.0000000000000000000000,73.0000000000000000000000,73.0000000000000000000000,1997-04-30 17:00:09.000000,73.0000000000000000000000,M,1971-12-23 12:42:21.000000,1980-04-22 16:54:34.000000,Z,S,C,2011-09-11 13:07:47.000000,A,K,B
2008-05-09 09:29:15.000000,74,74,1992-07-09 05:50:59.000000,74,C,A,74.0000000000000000000000,74.0000000000000000000000,74.0000000000000000000000,2002-09-13 12:54:50.000000,74.0000000000000000000000,K,2012-05-22 17:11:05.000000,1976-11-28 21:07:07.000000,Y,C,G,1979-07-28 20:58:39.000000,T,L,I
2004-08-07 13:32:23.000000,75,75,1972-09-16 07:08:33.000000,75,N,I,75.0000000000000000000000,75.0000000000000000000000,75.0000000000000000000000,1983-07-09 20:04:32.000000,75.0000000000000000000000,C,1978-02-07 23:19:55.000000,1975-06-13 02:21:12.000000,C,M,F,1998-05-29 09:00:50.000000,B,R,C
1988-05-28 15:52:47.000000,76,76,1990-11-21 02:25:27.000000,76,N,C,76.0000000000000000000000,76.0000000000000000000000,76.0000000000000000000000,1970-11-20 19:49:48.000000,76.0000000000000000000000,M,1993-08-29 20:33:37.000000,2004-10-04 23:10:22.000000,L,B,G,2005-04-02 16:29:52.000000,C,P,A
1999-04-01 20:04:11.000000,77,77,1988-09-08 16:30:43.000000,77,G,T,77.0000000000000000000000,77.0000000000000000000000,77.0000000000000000000000,2007-01-22 01:03:52.000000,77.0000000000000000000000,B,1983-11-10 06:54:22.000000,1972-09-03 18:31:46.000000,S,K,P,1977-03-19 17:13:30.000000,D,S,I
1972-01-17 10:37:38.000000,78,78,1975-02-05 23:19:06.000000,78,A,L,78.0000000000000000000000,78.0000000000000000000000,78.0000000000000000000000,2002-02-11 17:50:17.000000,78.0000000000000000000000,S,1972-04-12 23:05:18.000000,2023-02-22 10:40:21.000000,Y,G,S,2010-09-13 07:26:50.000000,M,A,B
1986-12-16 12:12:18.000000,79,79,2017-06-13 06:23:50.000000,79,J,F,79.0000000000000000000000,79.0000000000000000000000,79.0000000000000000000000,2003-06-08 18:03:37.000000,79.0000000000000000000000,M,1999-12-26 15:32:44.000000,2010-05-26 02:21:20.000000,C,S,Z,1991-09-03 19:57:39.000000,T,N,E
1992-06-10 13:41:34.000000,80,80,2006-08-17 10:46:44.000000,80,Y,E,80.0000000000000000000000,80.0000000000000000000000,80.0000000000000000000000,2002-05-29 08:21:00.000000,80.0000000000000000000000,U,2002-07-27 02:00:42.000000,1974-02-20 10:42:45.000000,C,G,G,2020-12-02 06:41:26.000000,I,M,M
2009-12-29 19:12:00.000000,81,81,2010-12-01 14:04:34.000000,81,K,G,81.0000000000000000000000,81.0000000000000000000000,81.0000000000000000000000,2015-08-23 05:18:23.000000,81.0000000000000000000000,S,2012-12-08 06:01:37.000000,2020-09-15 02:52:58.000000,M,S,S,1980-07-10 18:33:54.000000,G,A,S
2003-09-13 07:29:43.000000,82,82,2017-09-29 16:53:20.000000,82,S,U,82.0000000000000000000000,82.0000000000000000000000,82.0000000000000000000000,1989-11-17 04:00:19.000000,82.0000000000000000000000,A,1991-06-02 05:09:07.000000,1990-11-04 12:01:06.000000,S,G,L,1980-01-29 04:16:01.000000,K,C,K
