dh_sys,id_ds_vrs,cd_evn,dh_evn,pos_id,name,sort_nr,sort_alpha,ref_date,curr_price,curr_price_curry,curr_price_quote_type,curr_val_pos,curr_pos_ref_curry,curr_val_ref,curr_val_ref_curry,curr_val_bu,accr_pos,accr_comm_pos,accr_ref,accr_comm_ref,accr_bu,accr_comm_bu,curr_price_xrate,curr_xrate,qty,maturity,open_date,close_date,asset_id,asset_isin,asset_tkn,asset_name,asset_type_id,asset_type,ass_group_intl_id,ass_group,asset_option_type_id,asset_option_type,asset_price,asset_eval_date,contr_size,asset_intr_rate,bp_id,bp_name,bp_sort_nr,bp_sort_alpha,bu_id,bu_name,bu_sort_nr,bu_sort_alpha,cont_id,cont_name,cont_sort_nr,cont_sort_alpha,undrly_id,strike,pos_typ_id,pos_typ,ass_par_val,dflt_cont_nr,is_limit,time_id,pos_twrr_perf,cust_bp_id,cust_cont_id,cred_intr_rate,deb_intr_rate,hist_price_pos,hist_price_ref,issue_price,hist_xrate,ytm,duration,root_pos_id,hist_val_pos,hist_val_ref,dh_uti_cre,lb_uti_cre,lb_wkf_cre,lb_ses_cre,dh_uti_upd,lb_uti_upd,lb_wkf_upd,lb_ses_upd
2008-07-07 16:56:57.000000,10,10,2012-05-17 00:50:03.000000,10,R,C,S,2019-06-09 19:51:13.000000,10.000000000000,C,S,10.0000000,T,10.0000000,S,10.0000000,10.0000000,10.0000000,10.0000000,10.0000000,10.0000000,10.0000000,10.00000000000000000000,10.00000000000000000000,10.0000000,1985-01-09 19:41:53.000000,1971-03-27 20:27:32.000000,2013-09-25 20:14:15.000000,10,G,M,G,F,P,I,M,M,S,10.000000000000,2013-05-17 02:33:48.000000,10.0000000,10.00000000000000000000,10,L,10.0000000,N,10,L,10.0000000,K,10,P,10.0000000,E,10,10.0000000,10,I,10.0000000,T,S,A,10.0000000,10,10,10.00000000000000000000,10.00000000000000000000,10.000000000000,10.000000000000,10.000000000000,M,I,B,10,10.0000000,10.0000000,1980-10-15 14:53:24.000000,B,N,Z,2013-08-05 03:05:00.000000,U,A,S
2009-07-16 12:29:36.000000,11,11,2018-06-29 12:46:14.000000,11,S,R,H,2011-01-08 21:07:31.000000,11.000000000000,C,Z,11.0000000,P,11.0000000,A,11.0000000,11.0000000,11.0000000,11.0000000,11.0000000,11.0000000,11.0000000,11.00000000000000000000,11.00000000000000000000,11.0000000,1996-05-03 20:21:42.000000,1998-11-28 09:38:07.000000,1992-01-21 00:30:47.000000,11,Z,F,A,D,N,B,A,Y,C,11.000000000000,1996-10-11 10:29:18.000000,11.0000000,11.00000000000000000000,11,T,11.0000000,I,11,A,11.0000000,M,11,P,11.0000000,L,11,11.0000000,11,T,11.0000000,A,S,B,11.0000000,11,11,11.00000000000000000000,11.00000000000000000000,11.000000000000,11.000000000000,11.000000000000,S,C,M,11,11.0000000,11.0000000,2016-06-09 01:19:38.000000,T,L,B,2016-09-06 10:36:10.000000,L,D,N
2014-10-09 19:01:38.000000,12,12,1976-07-23 14:36:28.000000,12,D,C,P,1992-02-25 22:32:17.000000,12.000000000000,C,C,12.0000000,T,12.0000000,N,12.0000000,12.0000000,12.0000000,12.0000000,12.0000000,12.0000000,12.0000000,12.00000000000000000000,12.00000000000000000000,12.0000000,1980-11-06 06:34:06.000000,2003-03-31 19:38:04.000000,2021-10-25 23:10:56.000000,12,D,P,S,M,K,F,Z,N,N,12.000000000000,2009-02-11 19:58:19.000000,12.0000000,12.00000000000000000000,12,C,12.0000000,T,12,L,12.0000000,E,12,M,12.0000000,R,12,12.0000000,12,N,12.0000000,A,D,L,12.0000000,12,12,12.00000000000000000000,12.00000000000000000000,12.000000000000,12.000000000000,12.000000000000,A,T,O,12,12.0000000,12.0000000,1994-01-15 18:16:04.000000,C,P,G,1985-07-08 14:10:01.000000,G,F,R
2003-11-17 12:32:52.000000,13,13,1980-04-03 19:46:02.000000,13,H,N,G,1990-01-08 10:12:43.000000,13.000000000000,S,H,13.0000000,L,13.0000000,L,13.0000000,13.0000000,13.0000000,13.0000000,13.0000000,13.0000000,13.0000000,13.00000000000000000000,13.00000000000000000000,13.0000000,2001-08-16 01:52:14.000000,1986-04-13 09:28:57.000000,2000-03-20 16:03:41.000000,13,G,R,M,S,L,J,P,U,H,13.000000000000,1991-02-24 23:55:52.000000,13.0000000,13.00000000000000000000,13,T,13.0000000,R,13,R,13.0000000,G,13,L,13.0000000,C,13,13.0000000,13,C,13.0000000,H,L,L,13.0000000,13,13,13.00000000000000000000,13.00000000000000000000,13.000000000000,13.000000000000,13.000000000000,N,D,M,13,13.0000000,13.0000000,1970-08-30 23:35:43.000000,G,A,G,1989-03-11 10:46:12.000000,C,A,V
1979-10-04 14:36:50.000000,14,14,1985-03-13 07:03:04.000000,14,B,I,B,2004-05-26 19:36:56.000000,14.000000000000,B,S,14.0000000,V,14.0000000,B,14.0000000,14.0000000,14.0000000,14.0000000,14.0000000,14.0000000,14.0000000,14.00000000000000000000,14.00000000000000000000,14.0000000,1982-02-02 06:24:47.000000,2017-07-10 17:26:16.000000,2020-07-13 20:17:22.000000,14,L,U,Z,A,P,W,I,A,E,14.000000000000,2012-02-18 20:39:27.000000,14.0000000,14.00000000000000000000,14,I,14.0000000,S,14,B,14.0000000,C,14,R,14.0000000,L,14,14.0000000,14,K,14.0000000,J,K,Z,14.0000000,14,14,14.00000000000000000000,14.00000000000000000000,14.000000000000,14.000000000000,14.000000000000,G,I,D,14,14.0000000,14.0000000,1983-09-18 00:03:16.000000,B,M,N,1976-02-19 04:16:16.000000,A,B,G
2006-06-13 14:41:31.000000,15,15,2001-10-02 13:11:24.000000,15,R,K,A,2015-01-08 00:42:29.000000,15.000000000000,S,T,15.0000000,N,15.0000000,M,15.0000000,15.0000000,15.0000000,15.0000000,15.0000000,15.0000000,15.0000000,15.00000000000000000000,15.00000000000000000000,15.0000000,1992-10-08 04:28:51.000000,1994-12-02 21:01:58.000000,2011-12-16 03:14:33.000000,15,S,H,P,F,I,S,L,M,E,15.000000000000,1989-12-03 09:11:49.000000,15.0000000,15.00000000000000000000,15,P,15.0000000,N,15,O,15.0000000,L,15,Z,15.0000000,M,15,15.0000000,15,A,15.0000000,C,B,C,15.0000000,15,15,15.00000000000000000000,15.00000000000000000000,15.000000000000,15.000000000000,15.000000000000,A,R,N,15,15.0000000,15.0000000,1997-05-19 10:24:47.000000,B,A,C,1987-12-25 13:57:12.000000,S,B,B
2022-02-03 13:47:11.000000,16,16,1990-12-12 00:46:20.000000,16,P,M,G,1999-01-07 23:31:35.000000,16.000000000000,U,M,16.0000000,G,16.0000000,N,16.0000000,16.0000000,16.0000000,16.0000000,16.0000000,16.0000000,16.0000000,16.00000000000000000000,16.00000000000000000000,16.0000000,2003-08-10 19:50:07.000000,2016-01-01 13:18:34.000000,1988-01-26 21:46:37.000000,16,L,L,L,K,K,I,M,N,K,16.000000000000,2001-02-19 11:45:38.000000,16.0000000,16.00000000000000000000,16,V,16.0000000,E,16,K,16.0000000,T,16,V,16.0000000,A,16,16.0000000,16,B,16.0000000,B,S,B,16.0000000,16,16,16.00000000000000000000,16.00000000000000000000,16.000000000000,16.000000000000,16.000000000000,D,K,G,16,16.0000000,16.0000000,2001-10-19 08:49:28.000000,D,K,J,1990-06-04 11:59:58.000000,B,T,P
1978-11-29 10:41:21.000000,17,17,2006-05-21 05:49:23.000000,17,A,B,M,2017-02-13 18:05:54.000000,17.000000000000,I,I,17.0000000,K,17.0000000,T,17.0000000,17.0000000,17.0000000,17.0000000,17.0000000,17.0000000,17.0000000,17.00000000000000000000,17.00000000000000000000,17.0000000,1994-06-06 16:02:01.000000,1981-06-27 14:40:21.000000,1985-03-04 23:57:09.000000,17,L,A,J,C,G,D,T,N,T,17.000000000000,2000-02-05 08:58:09.000000,17.0000000,17.00000000000000000000,17,E,17.0000000,Y,17,V,17.0000000,S,17,V,17.0000000,G,17,17.0000000,17,T,17.0000000,L,M,T,17.0000000,17,17,17.00000000000000000000,17.00000000000000000000,17.000000000000,17.000000000000,17.000000000000,C,A,U,17,17.0000000,17.0000000,1981-09-29 17:02:09.000000,J,B,G,1979-06-06 15:44:22.000000,S,N,M
2006-10-03 20:32:08.000000,18,18,2021-07-23 23:29:06.000000,18,A,Q,C,1970-05-11 20:39:26.000000,18.000000000000,H,E,18.0000000,J,18.0000000,M,18.0000000,18.0000000,18.0000000,18.0000000,18.0000000,18.0000000,18.0000000,18.00000000000000000000,18.00000000000000000000,18.0000000,1988-02-20 17:08:06.000000,2011-02-17 12:42:53.000000,1999-06-08 22:42:43.000000,18,B,B,U,B,B,V,C,T,L,18.000000000000,1997-06-19 04:05:41.000000,18.0000000,18.00000000000000000000,18,I,18.0000000,M,18,B,18.0000000,L,18,L,18.0000000,T,18,18.0000000,18,B,18.0000000,P,B,U,18.0000000,18,18,18.00000000000000000000,18.00000000000000000000,18.000000000000,18.000000000000,18.000000000000,D,C,P,18,18.0000000,18.0000000,2018-06-12 17:50:31.000000,T,I,T,2014-01-27 12:09:07.000000,B,C,S
2016-03-10 07:46:17.000000,19,19,1993-01-14 10:45:20.000000,19,R,M,T,1973-04-02 06:15:22.000000,19.000000000000,M,N,19.0000000,A,19.0000000,O,19.0000000,19.0000000,19.0000000,19.0000000,19.0000000,19.0000000,19.0000000,19.00000000000000000000,19.00000000000000000000,19.0000000,1991-05-26 23:37:56.000000,1978-02-06 00:23:45.000000,2005-09-10 21:48:19.000000,19,S,H,M,A,S,N,L,S,B,19.000000000000,1987-01-22 23:15:41.000000,19.0000000,19.00000000000000000000,19,T,19.0000000,U,19,U,19.0000000,D,19,L,19.0000000,J,19,19.0000000,19,S,19.0000000,G,S,C,19.0000000,19,19,19.00000000000000000000,19.00000000000000000000,19.000000000000,19.000000000000,19.000000000000,C,T,B,19,19.0000000,19.0000000,1985-09-08 16:57:22.000000,C,G,R,1997-05-22 18:55:30.000000,B,U,N
2011-08-31 20:44:23.000000,20,20,2009-03-27 19:38:32.000000,20,G,H,D,1994-06-16 23:13:05.000000,20.000000000000,E,A,20.0000000,L,20.0000000,S,20.0000000,20.0000000,20.0000000,20.0000000,20.0000000,20.0000000,20.0000000,20.00000000000000000000,20.00000000000000000000,20.0000000,1979-05-06 16:25:57.000000,1985-04-26 10:46:16.000000,1988-01-03 11:51:27.000000,20,K,L,P,B,U,P,A,N,G,20.000000000000,2007-12-21 06:20:14.000000,20.0000000,20.00000000000000000000,20,L,20.0000000,C,20,R,20.0000000,T,20,D,20.0000000,M,20,20.0000000,20,C,20.0000000,V,N,V,20.0000000,20,20,20.00000000000000000000,20.00000000000000000000,20.000000000000,20.000000000000,20.000000000000,A,J,S,20,20.0000000,20.0000000,2010-03-31 19:19:01.000000,M,E,M,1982-10-28 20:39:13.000000,P,N,N
2015-02-18 19:17:41.000000,21,21,2017-04-19 14:49:38.000000,21,K,I,Z,1990-04-04 12:42:50.000000,21.000000000000,P,B,21.0000000,B,21.0000000,B,21.0000000,21.0000000,21.0000000,21.0000000,21.0000000,21.0000000,21.0000000,21.00000000000000000000,21.00000000000000000000,21.0000000,1976-06-17 04:39:53.000000,1970-11-03 16:55:32.000000,2000-03-25 01:44:36.000000,21,U,C,A,P,V,P,Y,F,I,21.000000000000,1970-05-05 02:36:34.000000,21.0000000,21.00000000000000000000,21,S,21.0000000,Y,21,M,21.0000000,G,21,U,21.0000000,I,21,21.0000000,21,S,21.0000000,T,K,S,21.0000000,21,21,21.00000000000000000000,21.00000000000000000000,21.000000000000,21.000000000000,21.000000000000,Q,F,M,21,21.0000000,21.0000000,2014-11-28 09:53:37.000000,E,S,S,2001-04-10 21:02:45.000000,G,M,G
2012-11-02 07:37:12.000000,22,22,1997-02-16 23:45:29.000000,22,M,I,L,2012-10-31 03:16:34.000000,22.000000000000,G,A,22.0000000,T,22.0000000,P,22.0000000,22.0000000,22.0000000,22.0000000,22.0000000,22.0000000,22.0000000,22.00000000000000000000,22.00000000000000000000,22.0000000,1991-05-09 15:29:31.000000,1976-04-23 21:11:42.000000,1997-07-04 14:45:28.000000,22,C,M,U,A,L,T,C,A,M,22.000000000000,1978-11-24 04:10:29.000000,22.0000000,22.00000000000000000000,22,V,22.0000000,C,22,C,22.0000000,M,22,M,22.0000000,I,22,22.0000000,22,U,22.0000000,B,B,P,22.0000000,22,22,22.00000000000000000000,22.00000000000000000000,22.000000000000,22.000000000000,22.000000000000,L,B,L,22,22.0000000,22.0000000,1981-03-04 07:17:28.000000,T,K,B,2018-04-11 09:17:48.000000,C,E,K
1998-05-12 00:40:39.000000,23,23,1976-05-01 21:02:05.000000,23,D,C,U,1978-03-27 10:20:25.000000,23.000000000000,G,M,23.0000000,I,23.0000000,N,23.0000000,23.0000000,23.0000000,23.0000000,23.0000000,23.0000000,23.0000000,23.00000000000000000000,23.00000000000000000000,23.0000000,1983-09-15 07:36:33.000000,1991-09-02 09:04:25.000000,2008-02-01 23:46:01.000000,23,A,A,K,M,T,F,S,I,A,23.000000000000,2009-07-05 15:40:06.000000,23.0000000,23.00000000000000000000,23,N,23.0000000,S,23,B,23.0000000,C,23,P,23.0000000,E,23,23.0000000,23,A,23.0000000,L,S,S,23.0000000,23,23,23.00000000000000000000,23.00000000000000000000,23.000000000000,23.000000000000,23.000000000000,U,V,K,23,23.0000000,23.0000000,1974-01-07 13:35:10.000000,B,K,S,2007-12-11 03:01:55.000000,D,U,P
2005-03-06 20:46:31.000000,24,24,1971-09-22 19:26:23.000000,24,M,L,S,1997-08-01 07:53:04.000000,24.000000000000,C,S,24.0000000,S,24.0000000,J,24.0000000,24.0000000,24.0000000,24.0000000,24.0000000,24.0000000,24.0000000,24.00000000000000000000,24.00000000000000000000,24.0000000,1970-07-27 21:43:08.000000,2003-10-27 11:56:52.000000,2010-11-12 06:39:07.000000,24,I,N,L,K,M,J,A,S,S,24.000000000000,1983-05-01 19:55:08.000000,24.0000000,24.00000000000000000000,24,I,24.0000000,G,24,C,24.0000000,C,24,U,24.0000000,C,24,24.0000000,24,Z,24.0000000,S,M,M,24.0000000,24,24,24.00000000000000000000,24.00000000000000000000,24.000000000000,24.000000000000,24.000000000000,B,R,S,24,24.0000000,24.0000000,1981-12-17 16:44:35.000000,M,D,S,2013-09-05 00:55:17.000000,B,J,S
2012-10-02 11:28:12.000000,25,25,1978-09-06 02:09:57.000000,25,S,A,N,2006-09-16 13:47:49.000000,25.000000000000,S,L,25.0000000,N,25.0000000,M,25.0000000,25.0000000,25.0000000,25.0000000,25.0000000,25.0000000,25.0000000,25.00000000000000000000,25.00000000000000000000,25.0000000,1986-05-11 23:56:23.000000,1983-01-18 13:37:26.000000,2016-11-09 17:31:00.000000,25,T,C,E,G,N,M,T,I,B,25.000000000000,1975-09-10 13:16:48.000000,25.0000000,25.00000000000000000000,25,L,25.0000000,S,25,G,25.0000000,M,25,G,25.0000000,P,25,25.0000000,25,P,25.0000000,D,S,P,25.0000000,25,25,25.00000000000000000000,25.00000000000000000000,25.000000000000,25.000000000000,25.000000000000,R,V,S,25,25.0000000,25.0000000,2019-06-17 14:11:06.000000,A,C,K,1994-12-09 23:26:51.000000,K,B,M
2021-11-30 16:56:47.000000,26,26,2006-09-06 21:57:57.000000,26,F,D,Y,2002-10-11 12:40:49.000000,26.000000000000,C,T,26.0000000,C,26.0000000,D,26.0000000,26.0000000,26.0000000,26.0000000,26.0000000,26.0000000,26.0000000,26.00000000000000000000,26.00000000000000000000,26.0000000,1996-06-16 21:31:12.000000,1970-11-11 16:37:42.000000,1976-02-18 12:30:54.000000,26,G,B,G,B,B,B,N,A,M,26.000000000000,2004-04-25 00:34:41.000000,26.0000000,26.00000000000000000000,26,M,26.0000000,N,26,M,26.0000000,K,26,H,26.0000000,Q,26,26.0000000,26,C,26.0000000,N,T,N,26.0000000,26,26,26.00000000000000000000,26.00000000000000000000,26.000000000000,26.000000000000,26.000000000000,F,V,J,26,26.0000000,26.0000000,1997-11-15 01:48:59.000000,R,A,P,1984-10-19 22:50:33.000000,B,K,I
2001-01-30 01:30:03.000000,27,27,2019-09-12 03:06:32.000000,27,M,B,L,1978-01-17 06:54:48.000000,27.000000000000,P,C,27.0000000,K,27.0000000,C,27.0000000,27.0000000,27.0000000,27.0000000,27.0000000,27.0000000,27.0000000,27.00000000000000000000,27.00000000000000000000,27.0000000,2022-02-02 11:23:34.000000,1982-11-09 07:26:28.000000,1978-08-23 13:12:39.000000,27,B,I,B,L,M,G,M,T,M,27.000000000000,1981-05-14 11:14:40.000000,27.0000000,27.00000000000000000000,27,V,27.0000000,B,27,G,27.0000000,B,27,V,27.0000000,C,27,27.0000000,27,U,27.0000000,S,K,A,27.0000000,27,27,27.00000000000000000000,27.00000000000000000000,27.000000000000,27.000000000000,27.000000000000,B,L,L,27,27.0000000,27.0000000,2013-12-28 10:39:34.000000,A,S,I,1991-06-28 10:12:51.000000,G,D,G
2015-09-18 06:30:25.000000,28,28,2006-05-04 05:30:07.000000,28,N,D,K,1983-06-12 13:38:42.000000,28.000000000000,L,P,28.0000000,L,28.0000000,A,28.0000000,28.0000000,28.0000000,28.0000000,28.0000000,28.0000000,28.0000000,28.00000000000000000000,28.00000000000000000000,28.0000000,1977-02-20 06:52:24.000000,1982-01-03 13:40:38.000000,2000-02-05 09:10:34.000000,28,H,T,S,A,T,E,T,Z,B,28.000000000000,1999-06-25 10:41:43.000000,28.0000000,28.00000000000000000000,28,S,28.0000000,N,28,C,28.0000000,B,28,T,28.0000000,N,28,28.0000000,28,J,28.0000000,K,B,S,28.0000000,28,28,28.00000000000000000000,28.00000000000000000000,28.000000000000,28.000000000000,28.000000000000,B,V,B,28,28.0000000,28.0000000,1978-03-19 00:01:10.000000,L,L,G,1994-10-08 01:40:51.000000,N,I,V
